bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,day,month,year,price
2,2.5,2910,19449,2.0,1,4,5,9,1940,970,1985,0,98177,47.7729,-122.393,2540,23598,21,8,2014,1295000.0
3,2.0,1210,9926,1.0,0,0,4,7,1210,0,1954,2015,98006,47.5731,-122.135,1690,9737,5,3,2015,335000.0
4,2.5,3260,5974,2.0,0,1,3,9,2820,440,2007,0,98115,47.6772,-122.267,2260,6780,3,2,2015,1050000.0
3,3.0,1660,1849,3.0,0,0,3,9,1660,0,2013,0,98103,47.6649,-122.353,1660,3300,16,7,2014,716000.0
3,1.75,1730,3400,1.0,0,0,5,7,970,760,1928,0,98107,47.6662,-122.364,1640,5000,6,4,2015,670000.0
2,1.0,740,6250,1.0,0,0,3,6,740,0,1942,0,98146,47.506,-122.335,980,6957,10,7,2014,114975.0
4,2.25,1800,5555,2.0,0,0,3,7,1800,0,2003,0,98038,47.3498,-122.052,1810,5669,10,10,2014,272000.0
4,2.5,1910,7683,2.0,0,0,3,8,1910,0,1987,0,98027,47.5644,-122.092,1980,8485,18,6,2014,620000.0
3,2.25,2510,12013,2.0,0,0,3,8,2510,0,1988,0,98003,47.3473,-122.314,1870,8017,31,7,2014,225000.0
2,1.75,1760,5000,1.0,0,0,4,7,940,820,1927,0,98117,47.682,-122.372,1530,5000,25,2,2015,605000.0
3,2.5,1770,5146,2.0,0,0,3,7,1770,0,1992,0,98106,47.5263,-122.356,1230,5160,9,3,2015,375000.0
3,2.0,1800,12440,1.0,0,0,3,8,1220,580,1978,0,98074,47.6254,-122.05,2460,12352,13,4,2015,418500.0
3,2.0,1340,5670,2.0,0,0,3,6,1340,0,1994,0,98055,47.4498,-122.194,1290,4892,12,11,2014,252000.0
3,2.75,1670,1350,3.0,0,0,3,9,1350,320,2014,0,98116,47.5764,-122.408,1520,4800,29,9,2014,649950.0
3,2.5,1690,5025,2.0,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001,15,5,2014,256883.0
4,2.25,2390,57599,2.0,0,0,3,8,2390,0,1981,0,98053,47.6651,-122.067,2390,38186,16,3,2015,589000.0
3,1.0,1270,8925,1.0,0,0,5,7,1270,0,1955,0,98056,47.5124,-122.165,1270,8996,15,3,2015,317000.0
4,2.0,1610,6200,1.0,0,0,4,7,1610,0,1979,0,98198,47.3833,-122.306,1610,7500,10,12,2014,243500.0
2,1.0,710,4000,1.0,0,0,3,6,710,0,1909,0,98118,47.5535,-122.269,960,4000,24,7,2014,362362.0
4,4.25,4890,15188,2.0,0,2,3,11,3090,1800,1999,0,98040,47.5602,-122.227,3470,16201,25,3,2015,2400000.0
3,2.25,1360,5111,1.5,0,0,5,7,1360,0,1934,0,98115,47.6988,-122.313,1900,5111,11,9,2014,550000.0
4,2.5,2310,3570,1.5,0,0,3,7,1490,820,1927,2014,98103,47.6889,-122.347,1580,3060,30,5,2014,700000.0
4,2.25,1840,7575,1.0,0,0,4,7,1390,450,1973,0,98034,47.7328,-122.198,1820,7500,25,11,2014,442500.0
5,3.0,2640,3200,2.0,0,0,4,7,2140,500,1906,0,98112,47.6188,-122.308,1540,2242,18,7,2014,739375.0
3,2.0,2250,8800,1.0,0,0,4,7,1250,1000,1925,0,98116,47.5737,-122.409,2250,4800,13,6,2014,589000.0
2,1.0,610,4560,1.0,0,0,3,5,610,0,1918,0,98136,47.5498,-122.383,930,1392,14,1,2015,400000.0
3,3.0,2350,1620,2.0,0,0,3,9,1560,790,2001,0,98112,47.6308,-122.279,2000,4380,22,1,2015,1195000.0
3,1.0,1240,4800,1.0,0,0,3,7,800,440,1951,0,98103,47.6563,-122.353,1440,4800,20,8,2014,525000.0
2,1.0,1320,8830,1.0,0,0,3,7,1020,300,1939,0,98199,47.6433,-122.404,1620,8531,9,7,2014,425000.0
3,1.0,1320,5000,1.0,0,0,4,7,1090,230,1920,0,98107,47.6674,-122.365,1700,5000,18,11,2014,594000.0
3,2.25,1250,1017,3.0,0,0,3,8,1250,0,2008,0,98133,47.7099,-122.333,1250,1017,10,10,2014,318000.0
4,3.25,3674,12793,2.0,0,1,3,9,3674,0,1987,0,98166,47.4357,-122.343,3220,13100,8,5,2015,699950.0
2,1.0,1250,9270,1.0,0,0,4,7,1250,0,1948,0,98133,47.7284,-122.339,1130,6800,1,4,2015,370037.0
4,3.5,4120,12626,2.0,0,1,3,11,3970,150,2014,0,98034,47.7089,-122.245,4120,11913,23,3,2015,1360000.0
4,3.0,2790,3600,2.0,0,0,3,8,1880,910,1905,2013,98119,47.6362,-122.363,1360,3600,21,12,2014,1045000.0
4,2.5,3148,9612,2.0,0,3,3,9,3148,0,2014,0,98198,47.3994,-122.311,3000,11475,4,3,2015,550000.0
3,2.5,1930,8254,2.0,0,0,3,7,1930,0,2014,0,98146,47.4973,-122.346,1540,8849,8,4,2015,369950.0
4,2.5,2440,3600,2.5,0,0,4,8,2440,0,1902,0,98119,47.6298,-122.362,2440,5440,19,6,2014,1325000.0
3,1.0,1740,5247,1.0,0,0,3,7,1270,470,1947,0,98168,47.5049,-122.329,1070,5636,1,10,2014,283000.0
3,2.5,1776,1248,3.0,0,0,3,8,1604,172,2006,0,98103,47.6539,-122.352,1780,1248,7,4,2015,620000.0
3,3.5,2620,10137,2.0,0,0,3,8,1970,650,1992,0,98146,47.4979,-122.371,1960,7680,2,12,2014,538000.0
4,1.75,2310,8045,1.0,0,0,4,7,1650,660,1976,0,98058,47.4569,-122.165,1790,8086,19,5,2014,319950.0
5,1.75,2140,8580,1.0,0,0,3,7,1200,940,1962,0,98033,47.6625,-122.178,1600,9206,4,9,2014,528000.0
3,2.0,1540,8885,1.5,0,0,5,6,1540,0,1939,0,98019,47.7403,-121.984,1730,5000,30,4,2015,375000.0
4,3.75,2690,4000,2.0,0,3,4,9,2120,570,1909,1989,98119,47.6418,-122.372,2830,4000,11,6,2014,800000.0
4,2.5,1975,8734,2.0,0,0,3,7,1975,0,1996,0,98038,47.363,-122.034,1975,8538,28,1,2015,311000.0
3,2.5,2770,9136,2.0,0,0,3,10,2770,0,1991,0,98006,47.5605,-122.115,2890,8442,29,5,2014,860000.0
2,2.0,1250,3360,1.0,0,0,3,7,1250,0,1957,0,98103,47.6526,-122.349,1250,3360,29,7,2014,500000.0
3,1.5,2790,6900,1.0,0,2,3,8,1700,1090,1955,0,98125,47.7328,-122.288,2410,8100,9,10,2014,560000.0
5,2.75,1940,4182,1.0,0,0,3,7,1240,700,2002,0,98056,47.4911,-122.17,1950,4182,7,5,2015,345000.0
4,1.5,1550,3000,1.5,0,0,3,7,1350,200,1918,0,98105,47.6604,-122.324,1710,5535,17,6,2014,458000.0
3,2.25,1780,9720,1.0,0,0,3,8,1280,500,1981,0,98059,47.4762,-122.156,1710,9790,5,3,2015,292000.0
3,2.25,1670,3135,2.0,0,0,3,8,1220,450,2002,0,98199,47.6478,-122.396,1630,1596,24,2,2015,540000.0
2,1.0,940,7700,1.0,0,0,4,6,940,0,1916,0,98133,47.7067,-122.354,1290,7375,12,11,2014,329000.0
2,2.75,730,5000,1.0,0,0,3,7,730,0,1929,0,98126,47.5381,-122.374,980,5000,5,12,2014,464000.0
4,2.0,2000,6250,1.5,0,0,3,7,1480,520,1930,0,98136,47.5532,-122.389,1110,6250,3,11,2014,465000.0
4,1.75,2520,15205,1.0,0,0,4,7,2040,480,1954,0,98028,47.7642,-122.264,1680,10000,15,12,2014,387846.0
4,2.5,2640,47480,1.0,0,0,4,8,1590,1050,1979,0,98038,47.4258,-122.021,2390,67415,14,1,2015,462000.0
3,2.25,1390,1407,3.0,0,0,3,7,1390,0,2004,0,98125,47.7227,-122.296,1390,1628,23,2,2015,328500.0
3,2.5,1720,11656,2.0,0,0,3,8,1720,0,1987,1999,98052,47.6791,-122.113,1890,10336,18,9,2014,540000.0
4,2.0,1710,4178,1.5,0,0,4,8,1710,0,1926,0,98112,47.6373,-122.3,1760,4178,13,8,2014,895000.0
4,1.75,1890,4500,2.0,0,0,5,7,1490,400,1937,0,98115,47.6751,-122.289,1890,5000,3,4,2015,860000.0
3,1.75,1030,4800,1.0,0,0,3,6,930,100,1927,0,98126,47.566,-122.373,1540,4800,8,4,2015,277284.0
3,2.5,1690,1479,3.0,0,0,3,8,1420,270,2005,0,98122,47.6022,-122.311,1280,1253,28,10,2014,492000.0
4,2.5,2830,13760,2.0,0,0,3,8,2830,0,1993,0,98019,47.7334,-121.97,2350,14029,7,10,2014,518000.0
3,2.5,2170,8140,2.0,0,0,3,9,2170,0,1994,0,98030,47.385,-122.169,2390,8100,17,3,2015,389950.0
4,2.5,3000,5548,2.0,0,0,3,9,3000,0,2006,0,98059,47.5399,-122.188,2870,5000,13,5,2014,675000.0
3,1.75,1800,7210,1.0,0,0,3,7,1370,430,1976,0,98072,47.7346,-122.17,1820,8100,1,5,2015,505000.0
3,1.5,1180,8545,1.0,0,0,3,8,1180,0,1952,0,98004,47.624,-122.2,1660,9000,16,9,2014,816000.0
2,1.0,770,9715,1.0,0,0,4,6,770,0,1942,0,98168,47.4924,-122.312,1140,9715,27,2,2015,217000.0
4,2.0,1880,14653,2.0,0,0,3,8,1880,0,1978,0,98014,47.6959,-121.921,1750,14858,6,6,2014,407193.0
4,4.0,2630,59586,1.0,0,0,3,7,1470,1160,1963,0,98055,47.4496,-122.209,2230,5715,10,2,2015,631000.0
4,2.5,2070,7800,2.0,0,0,3,8,2070,0,1989,0,98003,47.3487,-122.315,1950,7815,15,5,2014,255000.0
3,2.5,1660,2890,2.0,0,0,3,7,1660,0,2001,0,98108,47.5434,-122.293,1540,2890,27,3,2015,330000.0
4,2.5,2840,11044,2.0,0,0,3,8,2840,0,2001,0,98034,47.7134,-122.237,1934,9605,19,6,2014,585000.0
3,2.5,2080,9612,1.0,0,3,4,8,1700,380,1940,0,98125,47.7293,-122.283,2560,10202,21,10,2014,689000.0
3,1.75,1330,13102,1.0,0,0,3,7,1330,0,1968,0,98003,47.3172,-122.322,1270,11475,24,6,2014,225000.0
3,2.0,1170,7258,1.0,0,0,3,7,1170,0,1984,0,98001,47.3333,-122.266,1410,7750,21,5,2014,250000.0
4,1.75,2430,9747,1.0,0,0,3,8,1780,650,1974,0,98155,47.7687,-122.276,2340,10296,8,8,2014,459950.0
3,2.5,1960,7200,1.0,0,0,4,8,980,980,1940,0,98118,47.5655,-122.27,1440,7200,2,6,2014,635000.0
3,2.5,1600,3580,2.0,0,0,3,7,1600,0,2000,0,98178,47.4939,-122.261,2020,4327,13,4,2015,292000.0
3,1.0,1600,5001,1.5,0,0,5,6,1080,520,1930,0,98125,47.7232,-122.289,1340,5001,15,7,2014,355000.0
2,1.0,1120,5650,1.0,0,0,3,6,1120,0,1944,0,98178,47.4979,-122.241,1270,6875,25,6,2014,260000.0
3,2.5,2810,435600,2.0,0,0,3,9,2810,0,1995,0,98045,47.4816,-121.701,2380,92007,22,12,2014,745000.0
3,1.5,1660,5100,1.0,0,0,4,7,1210,450,1954,0,98136,47.5345,-122.383,1440,5100,2,3,2015,515000.0
4,2.0,2060,3060,2.0,0,0,3,7,2060,0,1968,0,98118,47.5631,-122.285,1630,3766,9,4,2015,400000.0
4,3.5,3260,5000,2.0,0,0,5,9,2630,630,1937,0,98105,47.6598,-122.273,2600,5000,17,3,2015,1550000.0
5,2.75,2350,4178,1.5,0,0,3,8,1520,830,1922,2015,98112,47.6388,-122.3,1920,4178,28,7,2014,585000.0
2,1.0,1620,9205,1.0,0,0,5,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,19,6,2014,350000.0
3,2.25,1860,5028,2.0,0,0,3,8,1860,0,2012,0,98019,47.7318,-121.982,2320,5465,23,12,2014,355000.0
4,2.5,1961,3207,2.0,0,0,3,7,1961,0,2006,0,98042,47.3507,-122.16,1961,3401,3,2,2015,289000.0
5,4.0,4580,4443,3.0,1,4,3,10,4580,0,2004,0,98075,47.5682,-122.059,2710,4443,24,5,2014,2000000.0
3,1.5,1390,11340,1.0,0,0,4,7,1390,0,1963,0,98031,47.3984,-122.186,1740,11340,22,12,2014,232000.0
3,1.0,1300,8184,2.0,0,0,3,6,1300,0,1947,0,98155,47.7469,-122.319,1120,8184,23,4,2015,252000.0
5,3.0,3520,36558,2.0,0,0,4,8,2100,1420,1985,0,98027,47.4658,-122.007,3000,36558,11,11,2014,632000.0
3,2.5,1330,2183,3.0,0,0,3,8,1330,0,2014,0,98117,47.6987,-122.365,1310,5000,23,3,2015,539950.0
3,2.0,2800,185130,1.0,0,0,3,8,2320,480,1996,0,98038,47.4133,-122.006,2200,72055,10,7,2014,540500.0
3,1.0,1010,11880,1.0,0,0,3,7,1010,0,1960,0,98030,47.3762,-122.219,1150,9435,14,10,2014,145000.0
4,2.75,3080,6731,2.0,0,3,3,9,3080,0,2003,0,98058,47.4522,-122.118,3080,6731,19,9,2014,550000.0
5,1.75,1920,6500,1.0,0,0,3,7,1260,660,1951,0,98112,47.6394,-122.308,1970,5500,4,11,2014,715000.0
2,2.0,1270,1372,3.0,0,0,3,8,1270,0,2000,0,98115,47.6776,-122.318,1610,3090,8,7,2014,438000.0
3,1.5,1570,1050,2.0,0,0,3,8,1570,0,1915,0,98109,47.6358,-122.356,2070,3600,20,5,2014,792000.0
2,1.0,720,7200,1.0,0,0,5,6,720,0,1943,0,98058,47.4763,-122.177,970,8027,24,5,2014,199000.0
4,2.5,2500,4000,2.0,0,0,3,8,2500,0,2014,0,98144,47.5902,-122.311,1480,4300,9,2,2015,635000.0
6,2.5,3596,13700,1.0,0,0,5,8,1798,1798,1964,0,98166,47.4388,-122.339,1894,10500,17,3,2015,580000.0
3,1.0,1470,7930,1.0,0,0,3,7,1070,400,1950,0,98177,47.7013,-122.368,1440,8100,26,8,2014,399950.0
2,1.0,750,6089,1.0,0,2,3,6,750,0,1937,0,98055,47.475,-122.199,1430,6451,3,10,2014,213000.0
3,1.5,2040,6750,1.0,0,0,3,7,1280,760,1950,0,98117,47.7013,-122.369,1970,6750,17,9,2014,500000.0
4,2.5,3940,4407,2.0,0,0,4,8,2620,1320,1921,0,98112,47.6374,-122.299,1790,4407,10,11,2014,1197000.0
3,1.75,1320,1014,3.0,0,0,3,9,1320,0,2015,0,98122,47.6047,-122.305,1380,1495,1,8,2014,455000.0
2,2.0,1500,761,3.0,0,3,3,8,1500,0,2008,0,98103,47.6522,-122.346,1360,1527,13,3,2015,670000.0
2,2.25,3170,3000,2.0,0,2,5,10,1990,1180,1900,0,98109,47.6291,-122.351,2980,5061,13,6,2014,1695000.0
3,1.75,1580,9147,1.0,0,1,4,7,1210,370,1967,0,98008,47.6069,-122.112,2600,23564,7,5,2014,515000.0
4,2.75,1960,48787,1.5,0,0,4,9,1960,0,1983,0,98072,47.7484,-122.111,1970,36425,9,12,2014,565000.0
3,1.0,1300,12600,1.0,0,0,4,7,1300,0,1969,0,98072,47.7422,-122.1,1480,13530,26,1,2015,315500.0
3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,31,3,2015,282950.0
2,1.5,1560,10807,1.0,0,0,2,7,1560,0,1949,0,98070,47.4444,-122.509,1660,196591,31,7,2014,181000.0
3,1.75,1630,8400,1.0,0,0,4,7,1060,570,1955,0,98007,47.5983,-122.149,1630,7245,10,4,2015,499990.0
3,2.5,1520,6298,2.0,0,0,3,7,1520,0,1986,0,98030,47.3687,-122.182,1670,7207,14,11,2014,260000.0
3,1.0,1510,10369,1.0,0,0,4,7,1010,500,1968,0,98059,47.4808,-122.099,1510,16057,3,11,2014,313000.0
4,2.25,2050,9720,2.0,0,0,3,8,2050,0,1967,0,98008,47.5911,-122.119,2310,9680,20,1,2015,545000.0
3,2.5,3420,25150,1.0,0,0,4,10,1750,1670,1987,0,98006,47.5706,-122.152,2900,19604,8,7,2014,789900.0
3,1.0,1460,5000,1.0,0,0,4,7,1460,0,1934,1960,98115,47.6837,-122.32,1790,4000,9,4,2015,395000.0
4,2.5,1767,4500,2.0,0,0,3,8,1767,0,2006,0,98001,47.2607,-122.25,1949,4636,2,4,2015,205000.0
3,2.5,1600,5960,2.0,0,2,5,8,1600,0,1910,0,98168,47.4758,-122.265,1410,13056,2,4,2015,424305.0
3,3.25,5290,224442,2.0,0,0,4,11,4540,750,1988,0,98053,47.6671,-122.051,3750,84936,26,3,2015,1800000.0
4,3.25,3440,35021,2.0,0,0,3,10,3440,0,1983,0,98033,47.6476,-122.184,3440,35021,22,5,2014,1050000.0
5,1.75,1880,16617,1.0,0,0,3,7,960,920,1963,0,98007,47.6003,-122.132,1720,8400,9,4,2015,585000.0
2,1.0,1080,3600,1.0,0,0,3,7,1080,0,1922,0,98122,47.6078,-122.291,2230,4500,9,9,2014,429000.0
4,2.25,2200,8384,1.0,0,0,3,7,1250,950,1959,0,98155,47.753,-122.317,1750,8384,26,11,2014,425000.0
4,1.5,2340,5000,2.0,0,0,3,8,2100,240,1912,0,98122,47.6065,-122.291,2320,5500,23,4,2015,730000.0
3,2.5,2120,3742,2.0,0,0,3,7,2120,0,2006,0,98059,47.4787,-122.129,2250,4696,1,8,2014,400000.0
2,1.0,810,8494,1.0,0,0,3,6,810,0,1949,0,98155,47.7389,-122.324,1050,7975,8,9,2014,237500.0
3,2.0,2660,257875,1.0,0,2,4,8,1530,1130,1976,0,98024,47.553,-121.887,1710,64033,2,3,2015,650000.0
3,2.5,2320,15024,2.0,0,0,3,8,2320,0,1990,0,98045,47.4829,-121.766,2300,15145,22,7,2014,447500.0
4,2.5,2160,10987,1.0,0,0,4,8,1440,720,1981,2003,98074,47.6333,-122.034,1280,11617,30,3,2015,555000.0
2,1.0,1120,6180,1.0,0,0,4,7,1120,0,1939,0,98115,47.6824,-122.301,1420,5356,29,3,2015,546000.0
3,1.75,1580,7875,1.0,0,0,3,7,1580,0,1979,0,98022,47.1958,-122.003,1560,8314,7,8,2014,195000.0
4,1.5,1280,5460,1.5,0,0,5,7,1080,200,1920,0,98118,47.5348,-122.268,1470,5934,10,7,2014,379000.0
2,1.0,860,8189,1.0,0,0,3,6,860,0,1948,0,98155,47.735,-122.306,1180,8189,25,8,2014,298800.0
2,1.0,1010,3885,1.5,0,0,4,7,1010,0,1906,1990,98112,47.6224,-122.304,1770,4200,7,5,2014,500000.0
3,1.5,1830,9848,1.0,0,0,5,7,1830,0,1962,0,98056,47.539,-122.18,1830,8168,8,7,2014,468000.0
5,2.75,2910,85377,1.0,0,0,4,8,1510,1400,1966,0,98027,47.48,-122.03,2160,66120,31,3,2015,625000.0
2,1.5,1480,1349,2.0,0,0,3,7,1240,240,2007,0,98136,47.5439,-122.386,1550,1349,29,4,2015,418000.0
5,2.0,1430,5600,1.5,0,0,3,6,1430,0,1947,0,98118,47.5192,-122.266,1860,5980,20,12,2014,133000.0
3,2.5,2870,13695,2.0,0,0,3,10,2870,0,1991,0,98052,47.6944,-122.102,2840,8472,28,4,2015,872750.0
6,3.25,3560,107362,1.5,0,0,4,8,2760,800,1963,0,98005,47.6356,-122.15,3210,35001,17,9,2014,1098000.0
4,2.25,2470,17008,2.0,0,0,4,8,2470,0,1979,0,98075,47.5924,-122.048,2470,31798,21,7,2014,625000.0
4,1.0,1160,20100,1.0,0,0,4,6,820,340,1913,0,98056,47.5175,-122.201,1670,10200,20,10,2014,500000.0
4,3.25,3500,5960,2.0,0,0,3,9,3500,0,2010,0,98053,47.6944,-122.022,3390,6856,27,4,2015,840000.0
2,1.5,1280,2096,2.0,0,0,3,7,1080,200,2007,0,98144,47.5872,-122.308,1340,7452,30,4,2015,370000.0
2,1.0,880,3300,1.0,0,0,4,7,880,0,1909,0,98107,47.6566,-122.36,1960,5500,14,11,2014,460000.0
3,1.75,2280,77972,1.0,0,0,3,8,1460,820,1977,0,98059,47.4804,-122.151,2460,14430,17,2,2015,749700.0
4,2.5,3680,11648,2.0,0,0,3,10,3680,0,1986,0,98006,47.5604,-122.107,2830,11251,14,8,2014,909000.0
3,1.75,1680,3420,1.0,0,0,3,7,960,720,1992,0,98115,47.6855,-122.291,1680,4080,23,3,2015,475000.0
4,1.75,2300,13342,1.5,1,4,3,7,2300,0,1934,1958,98125,47.7308,-122.282,2500,13342,18,12,2014,1335000.0
4,2.5,2710,9248,2.0,0,0,3,7,2710,0,2011,0,98065,47.5164,-121.875,2710,5000,4,9,2014,540000.0
3,2.25,3200,3800,2.0,0,0,5,9,2650,550,1914,0,98102,47.638,-122.317,2400,3900,29,7,2014,995000.0
3,2.5,3400,5119,2.0,0,0,3,8,2300,1100,2014,0,98115,47.6843,-122.305,1740,5969,27,8,2014,1050000.0
3,2.5,1410,2500,2.0,0,0,3,7,1410,0,2006,0,98146,47.5132,-122.358,1290,5190,8,9,2014,265000.0
4,2.5,2480,91911,1.0,0,2,4,7,1470,1010,1973,0,98027,47.4579,-121.981,2540,91911,6,4,2015,495000.0
4,2.5,2170,6000,2.0,0,0,3,7,1630,540,2008,0,98106,47.5589,-122.365,1720,5668,27,8,2014,445000.0
3,2.5,2970,23100,1.0,0,0,3,7,1510,1460,1967,0,98072,47.7735,-122.133,2390,20300,24,6,2014,400000.0
5,2.0,2050,10200,1.0,0,0,3,6,1430,620,1956,0,98198,47.4136,-122.333,1940,8625,13,3,2015,475000.0
3,1.5,1030,8223,1.0,0,0,4,7,1030,0,1952,0,98148,47.4282,-122.331,1460,9463,8,9,2014,267000.0
3,2.75,2000,6405,1.0,0,0,3,8,1260,740,1964,0,98178,47.5066,-122.259,2130,6510,25,2,2015,286300.0
4,3.5,4030,4200,3.0,0,0,3,9,4030,0,1992,0,98199,47.6416,-122.386,2130,5000,12,11,2014,950000.0
3,2.25,1580,47916,1.0,0,0,3,7,1580,0,1979,0,98024,47.5583,-121.852,1980,75358,20,1,2015,350000.0
4,3.25,3860,7199,2.0,0,1,3,9,2870,990,2005,0,98115,47.6855,-122.269,2940,9600,12,12,2014,1500000.0
3,2.75,1120,881,3.0,0,0,3,8,1120,0,1999,0,98103,47.6914,-122.343,1120,1087,17,11,2014,265000.0
4,2.5,1984,32400,1.0,0,0,3,8,1564,420,1962,0,98198,47.36,-122.318,1390,9152,8,7,2014,380000.0
3,2.0,1770,6610,1.0,0,0,4,7,960,810,1954,0,98133,47.7703,-122.343,2010,4361,13,5,2014,449500.0
5,2.75,3230,13572,1.0,0,2,3,8,1880,1350,1965,0,98166,47.4393,-122.347,2910,15292,17,2,2015,530000.0
1,1.0,720,7540,1.0,1,4,4,6,720,0,1905,0,98198,47.3509,-122.323,1120,9736,22,4,2015,570000.0
4,2.0,1510,3500,1.5,0,0,5,7,1510,0,1911,0,98103,47.6794,-122.357,1820,3750,22,7,2014,791500.0
4,2.75,2600,2750,1.5,0,0,3,7,1620,980,1936,0,98119,47.6413,-122.357,1960,3705,12,5,2014,840000.0
4,1.75,2190,125452,1.0,0,2,3,9,2190,0,1968,0,98092,47.2703,-122.069,3000,125017,2,5,2014,491500.0
3,2.5,1820,6785,1.0,0,0,3,7,1420,400,1994,0,98092,47.3201,-122.177,1710,6055,6,11,2014,245000.0
4,2.5,2245,4301,2.0,0,0,3,8,2245,0,2014,0,98038,47.3555,-122.063,2530,4478,23,8,2014,362865.0
2,1.5,1010,10005,2.0,0,0,3,7,1010,0,1981,0,98056,47.5118,-122.189,1210,7794,6,11,2014,310000.0
1,1.0,930,7129,1.0,0,0,3,6,930,0,1948,0,98133,47.7234,-122.333,1300,8075,17,6,2014,210000.0
4,2.5,2210,9875,2.0,0,0,3,9,2210,0,1990,0,98074,47.6285,-122.025,2440,8799,22,7,2014,639000.0
3,2.5,3040,6255,2.0,0,0,3,7,3040,0,1999,0,98030,47.3817,-122.206,2670,6259,23,2,2015,340000.0
4,2.25,1800,14722,1.0,0,0,3,7,1440,360,1962,0,98055,47.4874,-122.223,2400,10000,11,2,2015,160000.0
3,2.25,1560,9706,1.0,0,0,4,7,1560,0,1963,0,98002,47.3191,-122.213,1510,9706,28,4,2015,288000.0
2,1.75,1320,7540,1.0,0,0,3,7,1320,0,1968,0,98038,47.3634,-122.052,1570,7540,22,2,2015,269950.0
2,1.0,1180,9261,1.0,0,0,4,7,940,240,1957,0,98118,47.5492,-122.274,1700,6325,2,12,2014,343000.0
5,2.25,2460,8710,1.0,0,0,4,8,1330,1130,1976,0,98052,47.6651,-122.15,2460,8870,15,12,2014,599000.0
5,3.25,3740,11536,2.0,0,0,4,9,2540,1200,1984,0,98006,47.5599,-122.108,2920,11258,16,3,2015,915557.0
5,3.5,4390,6220,2.0,0,3,3,9,3170,1220,2013,0,98115,47.6789,-122.273,2740,6448,6,8,2014,1880000.0
4,2.5,3550,8048,2.0,0,0,3,9,3550,0,2007,0,98065,47.5422,-121.888,3920,7871,20,5,2014,625000.0
4,2.25,2200,7150,2.0,0,0,4,7,2200,0,1990,0,98042,47.3595,-122.089,1740,7150,5,5,2015,339950.0
3,2.5,1630,7950,1.0,0,0,3,8,1320,310,1985,0,98042,47.4224,-122.159,1650,7952,27,6,2014,279000.0
4,2.5,1981,4828,2.0,0,0,3,8,1981,0,2013,0,98092,47.3252,-122.167,1981,3783,5,1,2015,299999.0
2,1.0,860,5000,1.0,0,0,3,6,860,0,1915,1945,98146,47.5133,-122.356,1220,5000,3,3,2015,256000.0
4,2.5,2780,6737,2.0,0,0,3,9,2780,0,2002,0,98006,47.5656,-122.122,2750,7950,19,9,2014,739000.0
5,4.5,3820,5750,2.0,0,3,3,9,2830,990,2000,0,98116,47.5581,-122.385,1750,5750,1,4,2015,920000.0
3,2.25,3020,6000,3.0,0,2,3,8,1980,1040,1994,0,98108,47.5249,-122.319,1150,6000,30,3,2015,439000.0
4,2.5,2980,12534,2.0,0,0,3,9,2980,0,1996,0,98031,47.3999,-122.211,2630,12534,9,5,2015,515000.0
3,2.5,3316,11447,2.0,0,0,3,9,3316,0,1986,0,98023,47.3036,-122.34,3000,11447,3,7,2014,490600.0
4,2.25,4760,8036,2.5,0,0,5,9,3390,1370,1916,0,98112,47.6415,-122.285,2950,9323,14,11,2014,2250000.0
4,3.0,2770,2650,2.0,0,0,3,9,2180,590,2014,0,98109,47.6435,-122.354,1820,2960,16,9,2014,1112000.0
4,2.5,2300,9900,1.0,0,2,3,8,1600,700,1961,0,98136,47.5256,-122.385,2510,7500,15,12,2014,740000.0
3,1.0,1780,6840,2.0,0,0,4,6,1780,0,1947,0,98125,47.727,-122.3,1410,7200,20,8,2014,320000.0
4,2.0,1390,745,3.0,0,0,3,7,1390,0,2008,0,98027,47.5393,-122.026,1390,942,23,2,2015,302059.0
4,3.75,4160,35000,2.0,0,0,3,11,4160,0,1991,0,98053,47.669,-122.067,5330,36446,5,2,2015,1150000.0
4,2.5,2927,6000,2.0,0,0,3,7,2927,0,2011,0,98042,47.3737,-122.16,2533,6000,13,8,2014,407000.0
3,1.75,1420,1361,2.0,0,0,3,7,960,460,2014,0,98108,47.5684,-122.314,1340,1343,4,11,2014,294000.0
4,3.0,3580,35261,1.5,0,0,3,10,3580,0,1985,0,98072,47.7577,-122.134,3540,36750,24,6,2014,925000.0
2,1.0,1680,6500,1.0,0,0,4,7,1140,540,1941,0,98136,47.55,-122.388,1610,6500,23,5,2014,515000.0
4,1.75,1800,28650,1.0,0,0,4,7,1800,0,1975,0,98031,47.3926,-122.166,1800,5234,6,2,2015,295000.0
3,2.5,1980,4500,2.0,0,0,3,7,1980,0,2012,0,98042,47.3671,-122.113,2200,4500,16,9,2014,317950.0
4,2.25,1870,6693,2.0,0,0,3,7,1870,0,1996,0,98003,47.2774,-122.299,1650,6518,26,9,2014,299000.0
3,1.75,1210,6175,1.0,0,0,3,7,1210,0,1976,0,98034,47.7291,-122.202,1520,7475,21,11,2014,478000.0
